"index"	"video"	"video_type"	"question"	"answer"	"dimensions"	"video_path"
"1337"	"hHZvUeAdzeI"	"People"	"What do the people in the video appear to be doing at first?"	"They seem to be at a family gathering and a barbecue."	"['Event Recognition']"	"./video/hHZvUeAdzeI.mp4"
"1338"	"hHZvUeAdzeI"	"People"	"Why did the man in the video dealt the boy a blow on the ear?"	"Because the boy quarreled with a girl and pushed her."	"['Causal Reasoning']"	"./video/hHZvUeAdzeI.mp4"
"1339"	"hHZvUeAdzeI"	"People"	"Who did the man hit in the end of the video?"	"He ended up hitting a cat that was hiding on a tree."	"['Object Recognition', 'Human-object Interaction']"	"./video/hHZvUeAdzeI.mp4"
"1340"	"hHZvUeAdzeI"	"People"	"What happened between the little boy and the little girl?"	"They're fighting over a toy."	"['Human-object Interaction']"	"./video/hHZvUeAdzeI.mp4"
"1341"	"hHZvUeAdzeI"	"People"	"In the video, did the man who kept slapping others slap the one he was initially talking to?"	"No, he didn't."	"['Human Interaction']"	"./video/hHZvUeAdzeI.mp4"
"1342"	"M988_fsOSWo_processed"	"Computers & Electronics"	"Which two kinds of computing are mentioned in the video?"	"On-premises and Cloud"	"['OCR', 'Structuralized Image-Text Understanding']"	"./video/M988_fsOSWo_processed.mp4"
"1343"	"M988_fsOSWo_processed"	"Computers & Electronics"	"What are the advantages of cloud computing in terms of data loss. "	"It recovers data faster and more easily."	"['OCR']"	"./video/M988_fsOSWo_processed.mp4"
"1344"	"M988_fsOSWo_processed"	"Computers & Electronics"	"Which three deployment models do we have in the video?"	"Public Cloud, Private Cloud, and Hybrid Cloud"	"['OCR']"	"./video/M988_fsOSWo_processed.mp4"
"1345"	"K0mhNqW-mTo"	"People"	"What is the man in the video doing?"	"He's performing martial arts."	"['Human Motion']"	"./video/K0mhNqW-mTo.mp4"
"1346"	"K0mhNqW-mTo"	"People"	"What is the person wearing?"	"The person is wearing a polo shirt with stripes on the top, yellow pants, and fuzzy slippers."	"['Attribute Recognition']"	"./video/K0mhNqW-mTo.mp4"
"1347"	"K0mhNqW-mTo"	"People"	"What is your speculation about the location of the video shoot?"	"It is assumed that the video was recorded at the person's home."	"['Video Scene']"	"./video/K0mhNqW-mTo.mp4"
"1348"	"K0mhNqW-mTo"	"People"	"Why is the man talking?"	"Because he is trying to explain his movements and teach his audience."	"['Causal Reasoning']"	"./video/K0mhNqW-mTo.mp4"
"1349"	"qfUZBKDh9BY_processed"	"Computers & Electronics"	"How many types of hardwares are displayed when this video firstly talks about the computer hardware? Please name them."	"6 types: CPU, Motherboard, Power Supply, Memory, Hard Drive, CPU Cooler"	"['Object Recognition']"	"./video/qfUZBKDh9BY_processed.mp4"
"1350"	"qfUZBKDh9BY_processed"	"Computers & Electronics"	"What applications do the application software icons represent? "	"Word, Gmail, Excel, Netflix"	"['Object Recognition', 'Common Sense Reasoning']"	"./video/qfUZBKDh9BY_processed.mp4"
"1351"	"qfUZBKDh9BY_processed"	"Computers & Electronics"	"What does LCSO means in this video?"	"Learn Computer Science Online."	"['Common Sense Reasoning', 'OCR']"	"./video/qfUZBKDh9BY_processed.mp4"
"1352"	"CIRGjwYgdT4_processed"	"Computers & Electronics"	"What is this video about?"	"The difference between programming and coding"	"['OCR', 'Video Topic']"	"./video/CIRGjwYgdT4_processed.mp4"
"1353"	"CIRGjwYgdT4_processed"	"Computers & Electronics"	"According to the speaker, programming is the manifestation of what?"	"Logic"	"['OCR']"	"./video/CIRGjwYgdT4_processed.mp4"
"1354"	"CIRGjwYgdT4_processed"	"Computers & Electronics"	"How many languages have the speaker used to print ""Hello World""? Please name them."	"Three: Javascript, Java, Python"	"['OCR', 'Common Sense Reasoning']"	"./video/CIRGjwYgdT4_processed.mp4"
"1355"	"CIRGjwYgdT4_processed"	"Computers & Electronics"	"When a woman if explaining the pseudo code on the white board, which LOGO appears in the background?"	"Google"	"['Object Recognition', 'Human-object Interaction']"	"./video/CIRGjwYgdT4_processed.mp4"
"1356"	"jxMYcIZstCk"	"People"	"What is Mr. Bean doing  at the beginning when he was sitting at the table with the man in blue?"	"He's imitating the man in blue."	"['Human Interaction']"	"./video/jxMYcIZstCk.mp4"
"1357"	"jxMYcIZstCk"	"People"	"What's wrong with oysters?"	"They are supposed to be expired and smelly."	"['Video Scene']"	"./video/jxMYcIZstCk.mp4"
"1358"	"jxMYcIZstCk"	"People"	"What might Mr. Bean be doing later?"	"He looks like he's going to have diarrhea."	"['Future Prediction']"	"./video/jxMYcIZstCk.mp4"
"1359"	"jxMYcIZstCk"	"People"	"What does Mr. Bean do after the man in blue puts the small pie back?"	"He put the bread back, too."	"['Human-object Interaction']"	"./video/jxMYcIZstCk.mp4"
"1360"	"YGSKW5AVBjc"	"People"	"How many people are there in the human tower?"	"There are 4 people in total."	"['Counting']"	"./video/YGSKW5AVBjc.mp4"
"1361"	"YGSKW5AVBjc"	"People"	"How many people are dancing in the video?"	"There are 6 people dancing in total."	"['Counting']"	"./video/YGSKW5AVBjc.mp4"
"1362"	"YGSKW5AVBjc"	"People"	"How many people is not wearing tops in this video?"	"There is only one person."	"['Attribute Recognition', 'Counting']"	"./video/YGSKW5AVBjc.mp4"
"1363"	"YGSKW5AVBjc"	"People"	"Which season it might be when this video was shot?"	"Summer, because everyone is wearing T-shirts (or nothing on top) and shorts."	"['Causal Reasoning']"	"./video/YGSKW5AVBjc.mp4"
"1364"	"WCT6xM9jyzA"	"People"	"What is the identity of the person holding the walkie talkie in the video?"	"He is a traffic police."	"['Identity Reasoning']"	"./video/WCT6xM9jyzA.mp4"
"1365"	"WCT6xM9jyzA"	"People"	"Why the motorcycle was pulled over?"	"Because the passenger with red hair didn't wear a helmet. "	"['Causal Reasoning']"	"./video/WCT6xM9jyzA.mp4"
"1366"	"WCT6xM9jyzA"	"People"	"What is the relationship between the two men on the motorcycle?"	"The man with the red hair is the passenger of the motorcycle taxi, while the other person is the driver."	"['Social Relation']"	"./video/WCT6xM9jyzA.mp4"
"1367"	"WCT6xM9jyzA"	"People"	"What are the two people at the beginning of the video doing?"	"They're both riding motorcycles."	"['Human-object Interaction']"	"./video/WCT6xM9jyzA.mp4"
"1368"	"WCT6xM9jyzA"	"People"	"What is the spatial relationship between the driver and his vehicle?"	"The driver is sitting on his vehicle."	"['Physical Relation']"	"./video/WCT6xM9jyzA.mp4"
"1369"	"1xbwAjTnPes"	"People"	"What is the name of this TV show?"	"谭谈交通"	"['OCR']"	"./video/1xbwAjTnPes.mp4"
"1370"	"1xbwAjTnPes"	"People"	"Why was the truck driver pulled over? "	"The truck drove through a red light."	"['Causal Reasoning']"	"./video/1xbwAjTnPes.mp4"
"1371"	"1xbwAjTnPes"	"People"	"Please speculate on the season in which the video was made."	"The video was shot in the summer, because the police and the driver wear shirts with short skeeves"	"['Video Scene']"	"./video/1xbwAjTnPes.mp4"
"1372"	"1xbwAjTnPes"	"People"	"How did the policeman show the scene of the truck running a red traffic light to the driver?"	"He took out his Pad and played the video shot by it."	"['Human-object Interaction']"	"./video/1xbwAjTnPes.mp4"
"1373"	"PU7j9UF4lpA"	"People"	"What is the TV station that is playing this show?"	"CDTV-3 or 天府-TV"	"['OCR']"	"./video/PU7j9UF4lpA.mp4"
"1374"	"PU7j9UF4lpA"	"People"	"What is the owner of the white car doing in the video?"	"He's trying to hide his license plate ."	"['Human-object Interaction']"	"./video/PU7j9UF4lpA.mp4"
"1375"	"PU7j9UF4lpA"	"People"	"What brand does the white car belong to?"	"The white car is a model from Mazda."	"['Object Recognition']"	"./video/PU7j9UF4lpA.mp4"
"1376"	"PU7j9UF4lpA"	"People"	"What is in the hand of the police?"	"A microphone."	"['Human-object Interaction']"	"./video/PU7j9UF4lpA.mp4"
"1377"	"PU7j9UF4lpA"	"People"	"What is the relationship between the two men in the video?"	"They are strangers, one is a traffic policeman and another is a driver who broke the traffic rules."	"['Social Relation']"	"./video/PU7j9UF4lpA.mp4"
"1378"	"iwIEIHFE7D8_processed"	"People"	"What is the identity of the person holding the microphone in the video?"	"He is a traffic police."	"['Identity Reasoning']"	"./video/iwIEIHFE7D8_processed.mp4"
"1379"	"iwIEIHFE7D8_processed"	"People"	"Why was the big truck pulled over?"	"The truck driver was driving while answering his phone and maneuvering the steering wheel with one hand in a dangerous manner."	"['Causal Reasoning', 'OCR']"	"./video/iwIEIHFE7D8_processed.mp4"
"1380"	"iwIEIHFE7D8_processed"	"People"	"What did the policeman do with the man in black T-shirts at the end of the video?"	"The policeman  did a handshake with the man in black T-shirts."	"['Human Interaction']"	"./video/iwIEIHFE7D8_processed.mp4"
"1381"	"iwIEIHFE7D8_processed"	"People"	"What's the color of the truck that is pulled over?"	"Red"	"['Attribute Recognition']"	"./video/iwIEIHFE7D8_processed.mp4"
"1382"	"VuNIsY6JdUw"	"People"	"What did the girl write at the beginning of the video?"	"You OK?"	"['OCR', 'Video Scene']"	"./video/VuNIsY6JdUw.mp4"
"1383"	"VuNIsY6JdUw"	"People"	"What did the boy write at the beginning of the video?"	"TIRED of DRAMA"	"['OCR']"	"./video/VuNIsY6JdUw.mp4"
"1384"	"VuNIsY6JdUw"	"People"	"What's the boy at the beginning doing?"	"He's on the phone."	"['Human-object Interaction']"	"./video/VuNIsY6JdUw.mp4"
"1385"	"VuNIsY6JdUw"	"People"	"What might be the relationship between the boy and the girl  in the future?"	"They might become couples."	"['Future Prediction', 'Social Relation']"	"./video/VuNIsY6JdUw.mp4"
"1386"	"VuNIsY6JdUw"	"People"	"Is this video more likely a clip from the TV series or a music video?"	"It is a music video."	"['Video Topic']"	"./video/VuNIsY6JdUw.mp4"
"1387"	"e-ORhEE9VVg"	"People"	"What is the name of the woman who appears at the beginning of the video?"	"Taylor Swift"	"['Video Scene', 'Common Sense Reasoning']"	"./video/e-ORhEE9VVg.mp4"
"1388"	"e-ORhEE9VVg"	"People"	"What is the species of the second and the third animals that appear in the video?"	"They're horses."	"['Video Scene']"	"./video/e-ORhEE9VVg.mp4"
"1389"	"e-ORhEE9VVg"	"People"	"What is the object that appears in the end of the video?"	"An iPad."	"['Object Recognition']"	"./video/e-ORhEE9VVg.mp4"
"1390"	"e-ORhEE9VVg"	"People"	"What are the two people at the beginning sitting together for?"	"They're having a dinner together."	"['Human-object Interaction']"	"./video/e-ORhEE9VVg.mp4"
"1391"	"e-ORhEE9VVg"	"People"	"Is the man at the beginning of the video the son of the woman?"	"No, they're couples."	"['Social Relation']"	"./video/e-ORhEE9VVg.mp4"
"1392"	"BY3nBVbUYjI"	"People"	"How many boats are there at least in this video?"	"Two"	"['Object Recognition']"	"./video/BY3nBVbUYjI.mp4"
"1393"	"BY3nBVbUYjI"	"People"	"What color are women's nails?"	"Green"	"['Attribute Recognition']"	"./video/BY3nBVbUYjI.mp4"
"1394"	"BY3nBVbUYjI"	"People"	"What color is the blouse the woman is wearing?"	"Black."	"['Attribute Recognition']"	"./video/BY3nBVbUYjI.mp4"
"1395"	"BY3nBVbUYjI"	"People"	"What is the identity of the woman in the video?"	"She is a singer."	"['Identity Reasoning']"	"./video/BY3nBVbUYjI.mp4"
"1396"	"W3O4CbzVXgE"	"People"	"What is the man in the video doing at the begining?"	"He's playing the piano and singing."	"['Video Scene', 'Human-object Interaction']"	"./video/W3O4CbzVXgE.mp4"
"1397"	"W3O4CbzVXgE"	"People"	"Which hand is the man's ring on in the video?"	"The man put the ring on his left hand."	"['Video Scene']"	"./video/W3O4CbzVXgE.mp4"
"1398"	"W3O4CbzVXgE"	"People"	"What color hat is the man wearing in the video?"	"Pink."	"['Attribute Recognition']"	"./video/W3O4CbzVXgE.mp4"
"1399"	"W3O4CbzVXgE"	"People"	"Is there any plants in this room?"	"Yes"	"['Object Recognition']"	"./video/W3O4CbzVXgE.mp4"
"1400"	"4Gb0lotHA8E"	"People"	"What did the long-haired girl do when she met the begger?"	"She gave some money to the begger."	"['Human Motion', 'Event Recognition']"	"./video/4Gb0lotHA8E.mp4"
"1401"	"4Gb0lotHA8E"	"People"	"What did the long-haired girl do when the man accidentally dropped his belonging?"	"She kindly picked it up and returned it to the man."	"['Event Recognition', 'Human Motion']"	"./video/4Gb0lotHA8E.mp4"
"1402"	"4Gb0lotHA8E"	"People"	"How many different people are there in this video in all?"	"Six people"	"['Counting']"	"./video/4Gb0lotHA8E.mp4"
"1403"	"4Gb0lotHA8E"	"People"	"Where is this video most likely to be made, in the US, Russia, or China."	"The video is most likely to be made in Russia"	"['OCR']"	"./video/4Gb0lotHA8E.mp4"
"1404"	"4Gb0lotHA8E"	"People"	"What does this video want to express? "	"The video wants to encourage people to help others, while the people one will also support him / her when the helper is in trouble."	"['Causal Reasoning', 'Video Emotion']"	"./video/4Gb0lotHA8E.mp4"
"1405"	"ldSVhw1Nv50"	"People"	"How many outfits did the woman change totally?"	"3 in total."	"['Counting']"	"./video/ldSVhw1Nv50.mp4"
"1406"	"ldSVhw1Nv50"	"People"	"How did the man feel about the woman's behavior?"	"He felt very surprised and puzzled because he cannot find the other outfits of the woman."	"['Video Emotion']"	"./video/ldSVhw1Nv50.mp4"
"1407"	"ldSVhw1Nv50"	"People"	"What color was the woman's last outfit?"	"Yellow."	"['Attribute Recognition']"	"./video/ldSVhw1Nv50.mp4"
"1408"	"ldSVhw1Nv50"	"People"	"What's the girl doing?"	"She's changing her clothes."	"['Human-object Interaction']"	"./video/ldSVhw1Nv50.mp4"
"1409"	"ldSVhw1Nv50"	"People"	"Why did the man look around in the end?"	"Because he was confused and thought the girl must have dropped her previous dresses somewhere."	"['Causal Reasoning']"	"./video/ldSVhw1Nv50.mp4"
"1410"	"lmxftXEy0OE"	"People"	"What drink did the first Oreo cookie roll into?"	"Coffee."	"['OCR']"	"./video/lmxftXEy0OE.mp4"
"1411"	"lmxftXEy0OE"	"People"	"What drink did the last oreo roll into?"	"Milk."	"['OCR']"	"./video/lmxftXEy0OE.mp4"
"1412"	"lmxftXEy0OE"	"People"	"How did the boy feel after eating the cookie taken out from the milk?"	"He felt the cookie tasty."	"['Video Emotion']"	"./video/lmxftXEy0OE.mp4"
"1413"	"lmxftXEy0OE"	"People"	"What are the people in the video doing?"	"They're eating different flavors of Oreos"	"['Human-object Interaction']"	"./video/lmxftXEy0OE.mp4"
"1414"	"lmxftXEy0OE"	"People"	"What is the relationship between the people in the video?"	"They are families."	"['Social Relation']"	"./video/lmxftXEy0OE.mp4"
"1415"	"C7sRFP6QwM8"	"Games"	"What is in the hand of the man sitting sideways at the beginning of the video?"	"A crown"	"['Object Recognition']"	"./video/C7sRFP6QwM8.mp4"
"1416"	"C7sRFP6QwM8"	"Games"	"How much is the crown in the video worth?"	"I don't know"	"['Hallucination']"	"./video/C7sRFP6QwM8.mp4"
"1417"	"C7sRFP6QwM8"	"Games"	"Who is the sponsor of the Championship weekend?"	"GRUBHUB"	"['OCR']"	"./video/C7sRFP6QwM8.mp4"
"1418"	"C7sRFP6QwM8"	"Games"	"In the first game clip in this video, the game is between which two teams?"	"C9 and EG. "	"['Video Scene', 'OCR']"	"./video/C7sRFP6QwM8.mp4"
"1419"	"7TpigQohA0k"	"Games"	"How many tails does the character have at the beginning of the video?"	"Two."	"['Attribute Recognition', 'Counting']"	"./video/7TpigQohA0k.mp4"
"1420"	"7TpigQohA0k"	"Games"	"What's the price of the Stridebreaker"	"3300"	"['OCR', 'Structuralized Image-Text Understanding']"	"./video/7TpigQohA0k.mp4"
"1421"	"7TpigQohA0k"	"Games"	"What color is the character's hair at the end of the video?"	"pink and white"	"['Attribute Recognition']"	"./video/7TpigQohA0k.mp4"
"1422"	"7TpigQohA0k"	"Games"	"Are the characters that appear in the beginning and in the end of the video the same character?"	"Yes"	"['Attribute Recognition']"	"./video/7TpigQohA0k.mp4"
"1423"	"1k6fbLzMBKc"	"Films & TV Shows"	"Please let me know where the video was shot, in the city or at the beach?"	"The video was filmed at the beach."	"['Video Scene']"	"./video/1k6fbLzMBKc.mp4"
"1424"	"1k6fbLzMBKc"	"Films & TV Shows"	"What does the lady in the back appear to be feeling?"	"She feels scared and keeps shouting."	"['Video Emotion']"	"./video/1k6fbLzMBKc.mp4"
"1425"	"1k6fbLzMBKc"	"Films & TV Shows"	"How did the guy in the front react to the roller coaster ride compared to other?"	"He was much more calm and unimpressed than others."	"['Video Emotion']"	"./video/1k6fbLzMBKc.mp4"
"1426"	"SpfvFl3p4is"	"Films & TV Shows"	"How does Mr.Bean steer when he was sitting on top of the car?"	"He use a rope to steer."	"['Function Reasoning', 'Object Recognition']"	"./video/SpfvFl3p4is.mp4"
"1427"	"SpfvFl3p4is"	"Films & TV Shows"	"What does Mr. Bean use to operate the brakes and gas pedal of his car?"	"He uses a mop to do it."	"['Function Reasoning', 'Object Recognition']"	"./video/SpfvFl3p4is.mp4"
"1428"	"SpfvFl3p4is"	"Films & TV Shows"	"What occurs to Mr. Bean at the end?"	"His car collides with a van loaded with beddings."	"['OCR', 'Object Recognition']"	"./video/SpfvFl3p4is.mp4"
"1429"	"SpfvFl3p4is"	"Films & TV Shows"	"What might the people sitting outside the store feel after seeing the guy's sorta magic show?"	"They might feel weird and get frightened."	"['Video Emotion']"	"./video/SpfvFl3p4is.mp4"
"1430"	"CI-8KlbdITc"	"People"	"Did the man eat any food in the end?"	"No, he just found some fake foods."	"['Object Recognition', 'Human Motion']"	"./video/CI-8KlbdITc.mp4"
"1431"	"CI-8KlbdITc"	"People"	"How did the man feel in the end?"	"He felt very dissapointed."	"['Video Emotion']"	"./video/CI-8KlbdITc.mp4"
"1432"	"CI-8KlbdITc"	"People"	"How did the woman feel in the end?"	"She felt very funny about what happened to the man. "	"['Video Emotion']"	"./video/CI-8KlbdITc.mp4"
